tx_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
YER166W_mRNA	34.444	23.3157	37.3275	21.5359	39.4992	34.3949	30.0596	31.9665	29.0922	32.3065	39.5981	37.9482	35.4459	21.5112	38.1168	32.7277	29.4321	30.4816	24.3548	16.5657	25.1566	27.5947	24.666	30.8461
YGR198W_id001	10.3352	0	38.4484	24.0689	11.9374	14.2361	23.1353	0	7.8879	3.99832	11.4161	20.3186	25.2974	0	27.7882	34.7797	38.5437	0	29.6939	0	18.1012	29.3758	10.5726	23.3708
YIR001C_id004	0	0	0	40.0302	0	28.4143	0	0	37.532	0	0	0	0	0	0	26.3063	0	0	0	0	0	0	13.3724	0
YEL072W_id001	0	0	0	10.1308	0	0	0	0	0	0	21.5277	0	0	0	0	0	0	0	16.5393	0	0	0	0	0
YFR029W_id001	0	23.8806	19.5625	0	0	0	16.8973	0	0	24.2393	33.4718	18.1071	16.7527	0	0	13.1073	0	0	0	0	0	10.3283	0	0
YIL002W-A_id001	47.2541	37.9739	0	17.5707	43.013	38.6028	34.6655	0	74.0137	0	31.3079	98.2505	70.4786	30.2037	61.6331	87.9354	43.2358	24.0106	71.8342	37.6803	30.831	13.7544	41.0833	51.3253
YJR058C_id001	123.461	41.7327	0	49.5352	0	55.3497	0	0	29.397	47.9069	0	98.0833	0	25.7112	0	72.1726	0	0	0	0	0	0	0	69.0606
YOL005C_id002	219.792	189.75	120.465	118.098	142.275	190.411	184.26	130.221	167.84	208.109	214.706	131.635	155.502	87.3796	149.044	155.219	200.999	152.827	146.21	102.808	97.6984	93.9564	74.3946	139.189
YIL002W-A_id002	110.127	140.757	205.906	70.6835	103.821	145.652	185.641	156.659	177.943	195.099	120	72.8309	0	115.299	76.3562	72.6514	96.6296	124.098	0	78.2861	62.9693	57.7903	0	82.2436
YGL207W_id003	71.5785	51.1478	84.7359	52.9297	71.3261	60.1977	64.5162	72.2004	72.399	66.0264	77.1732	82.6939	55.46	45.3663	54.351	54.1808	68.0294	63.4012	59.1315	50.6738	48.1554	57.5919	27.4405	54.9506
YBR017C_id001	0	0	2.81706	0	0	0	0	0	0	0	0	0	0	0	3.02453	0	2.19691	0	2.38278	0	0	3.22329	0	0
YIL004C_id003	15.6221	7.8015	11.5018	0	10.0373	27.5182	6.20213	15.9835	8.49194	0	0	12.8553	0	0	36.4887	18.1175	0	18.8939	0	15.0441	16.9326	0	4.87716	5.64975
YIL004C_id001	46.9571	47.0428	49.195	33.353	47.2072	14.9429	61.5253	46.3832	24.609	75.0879	87.6579	58.2589	40.0056	40.0615	0	36.0577	43.8853	54.9609	33.5452	38.6643	28.6244	46.7426	35.2309	65.7008
YDR060W_id001	0	0	0	0	0	0	0	0	31.37	0	0	0	0	0	0	63.058	0	65.9667	0	0	23.8876	0	0	0
YGL041W-A_id004	59.6587	94.9103	32.1758	65.0074	60.9643	51.1198	93.8825	13.5514	53.7522	84.6697	64.9488	0	72.4448	0	35.6612	19.1197	57.4896	85.9214	72.8718	48.8866	0	0	26.0648	39.8895
YMR120C_id001	12.9415	22.8734	34.7801	14.6177	26.2296	15.8765	25.1192	30.066	21.5581	19.5361	38.7945	29.6467	310.208	55.3365	105.347	93.7259	260.872	106.983	87.1798	288.589	67.6546	166.015	201.033	194.763
YIL005W_id002	38.6613	0	33.1907	23.6716	0	38.0654	35.7133	33.5143	45.8208	26.4906	41.132	0	0	0	0	30.3549	0	26.8042	29.4341	19.5262	17.5272	26.417	11.3358	0
YCR090C_id001	0	0	0	0	0	0	0	84.4363	0	0	0	0	0	0	0	0	75.5909	0	0	0	0	0	0	0
YNL190W_id001	0	0	0	0	0	16.6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL014W_id002	0	0	0	7.44191	0	5.09377	0	4.73412	9.91535	5.08729	16.6045	0	21.3406	4.95556	30.9246	0	29.9143	5.41706	22.923	0	30.7821	36.3413	14.3835	0
YLR405W_id002	37.3593	22.9265	41.0933	25.0658	38.1664	55.5155	37.7987	31.8004	19.9855	17.9513	28.4122	52.8303	16.0198	39.7473	39.6852	40.5935	20.114	34.6497	37.5116	11.2879	32.9186	19.7238	24.6108	0
YIL158W_id001	0	0	56.88	39.6554	72.3459	0	0	0	42.9266	0	33.1782	58.5003	64.464	52.8105	68.6576	73.5683	91.1122	0	92.0478	56.9122	51.245	0	22.3535	0
YIL008W_id002	146.634	128.983	169.232	95.1441	148.127	156.296	141.9	61.1085	134.688	145.691	96.2943	202.05	76.0099	163.076	95.1359	151.951	157.981	227.298	112.315	97.6769	57.7201	66.8162	63.7489	134.563
YIL009C-A_id001	69.1985	52.062	0	26.8029	0	32.7347	47.4917	38.4258	35.3409	58.8594	41.4925	63.8292	0	0	0	35.1392	64.2975	25.0373	27.9808	39.6173	0	32.2673	22.454	48.3853
YGL190C_id001	62.403	46.4935	52.4746	45.1562	75.4828	70.4235	88.1331	53.0882	63.9724	57.8301	56.1158	73.3622	44.6073	44.9139	57.0061	62.5426	78.7997	62.3983	56.3403	54.8208	48.8623	51.9465	39.7715	40.4207
YKL175W_id002	0	0	0	0	0	0	44.1188	0	0	0	0	0	61.6119	56.7781	0	0	78.1077	0	0	0	0	50.6462	0	0
YGR096W_id002	72.1439	0	0	0	24.4007	0	0	22.2557	0	36.7707	32.9299	43.0547	0	23.1318	35.0687	13.3136	19.9996	24.0792	15.7891	0	0	2.87414	9.57611	26.5522
YLR406C_id002	717.316	482.61	740.336	432.632	671.711	689.453	672.207	531.818	653.844	591.488	646.984	899.492	522.943	889.476	795.499	867.883	945.577	1021.91	777.032	751.855	495.331	661.913	303.283	883.379
YCR028C-A_id002	46.5176	0	0	0	0	0	74.2478	0	0	0	131.126	194.588	0	0	0	0	103.375	0	0	0	0	0	0	0
YIL014C-A_id001	51.3561	34.915	59.1098	10.302	0	0	24.7413	65.5354	0	0	0	60.7916	0	9.14677	0	0	0	0	0	0	14.2041	23.6424	17.6989	0
YER082C_id002	0	0	0	0	0	37.1006	0	0	23.7501	0	0	0	25.9731	0	32.7033	0	0	41.4334	37.6915	16.8592	0	16.5117	19.2652	15.4655
YFL046W_id001	98.7899	45.6047	60.5375	55.0477	40.8105	50.238	0	51.36	63.5645	67.735	0	51.4321	42.4287	0	35.5831	48.8364	70.2667	58.7691	47.1813	0	32.8892	40.4259	30.7361	67.5961
YER010C_id002	0	0	0	0	0	0	0	0	0	0	0	0	31.1798	0	0	0	87.9721	0	0	0	37.7139	68.3719	0	0
YLR363C_id002	0	0	31.8362	0	0	32.2817	30.5544	0	0	28.4476	0	0	0	27.711	21.1356	0	0	32.3111	0	0	11.4754	21.0105	8.93677	0
YIL015W_mRNA	10.5561	9.96765	17.7186	11.4701	15.9441	14.494	17.0052	16.8383	16.4579	7.2378	15.7491	16.9211	24.2269	34.0769	14.6657	27.3966	24.3269	39.8193	35.2908	27.4124	14.5981	18.2237	18.1899	29.8967
YBR052C_id001	0	45.627	157.513	0	42.8273	62.8752	58.613	23.3718	86.1057	50.2557	72.8242	78.9663	95.5339	19.0364	71.8057	75.0989	158.308	31.5704	149.768	44.8745	78.991	0	10.0612	0
YIR031C_id001	0	0	0	10.3119	0	0	15.7563	8.32093	0	0	0	0	17.9647	13.28	15.8534	0	0	17.8524	0	0	0	0	0	16.8616
YGR073C_id001	12.5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.352	0	0	0	0	0	13.1024	0	0
YKL044W_id001	35.8341	11.1037	17.1851	8.85545	8.3268	18.8861	20.6185	30.44	13.1581	9.06538	17.8207	17.5851	4.41896	0	0	0	0	0	0	13.7225	0	4.12427	4.10847	0
YFL029C_id001	63.3882	0	22.907	45.1199	0	0	48.5513	0	60.1162	0	0	0	0	49.1651	0	0	0	0	0	0	0	48.9497	0	0
YKL060C_id007	13138.8	9114.79	12171.6	6915.24	11173.2	11360.5	11575.3	9985.88	11263	12782.6	13175.1	11973.2	14174.9	10485.3	14021.7	11909.6	12384.7	11850.7	12581.5	12712.3	14057.1	11398.9	13763.2	13395.5
YNL179C_mRNA	0	0	10.1924	14.9627	9.05965	19.0557	0	0	0	0	10.5692	0	0	0	22.0182	0	0	0	0	0	6.90685	0	0	17.1982
YER069W_id001	0	26.342	18.5817	18.6539	24.4895	30.5014	24.9669	0	0	0	29.2887	29.8122	0	8.97115	0	0	27.7796	9.80659	11.1029	0	0	11.4158	18.6944	18.9464
YIL018W_id007	3057.27	2148.12	2544.04	1738.43	2700.2	2828.26	2505.91	2271.74	2246.95	2668.94	3061.07	2972.52	3058.74	3205.37	3396.63	3255.9	2174.21	3289.07	3214.41	2691.32	3238.6	2565.36	2760.15	2991.74
YGL128C_id001	35.4211	17.8381	38.5041	0	30.7285	30.2616	30.4325	0	44.1796	0	0	0	27.383	18.926	26.2457	23.3471	26.605	0	0	31.9938	0	0	0	0
YOR173W_id005	46.9139	0	0	0	0	0	0	18.2926	0	39.3145	0	30.8518	58.5574	0	41.6413	32.8549	0	17.1257	0	58.2651	0	0	0	0
YIL018W_id001	46.4661	36.7373	100.618	34.9427	115.899	55.5482	79.1167	83.0326	101.157	108.559	59.2184	54.716	138.486	90.7453	163.863	98.0477	124.225	86.439	144.43	97.6844	172.117	70.864	173.118	83.4135
YDR208W_id002	45.7437	25.759	36.6955	24.4697	0	27.4071	0	31.1325	30.3797	24.3309	0	26.2536	22.5038	0	29.2724	35.3588	34.9262	29.1466	20.6552	18.0295	20.7029	26.0362	0	22.1214
YIL020C_id004	0	0	0	11.0729	23.0828	32.8351	0	25.8218	0	0	21.9559	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR382W_id002	0	314.846	600.378	0	0	0	0	0	420.831	850.433	0	0	0	0	0	0	520.995	0	0	589.294	1136.8	484.098	0	0
YGR075C_id001	0	0	0	0	0	0	3.64475	0	0	0	0	9.36333	3.60233	11.0972	3.9629	0	0	8.97394	14.3667	0	0	0	16.7373	0
YDR302W_id002	0	0	0	32.6807	0	0	73.1097	0	0	0	57.7266	0	20.6629	0	0	0	0	74.3396	0	0	0	0	0	0
YIL021C-A_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL021W_id001	27.3804	40.5071	7.09852	15.0581	28.6134	57.417	28.2454	36.9926	20.7708	27.8535	34.7149	15.3338	0	4.36135	0	23.1108	24.6287	15.3697	0	25.6474	0	21.0018	0	0
YNCQ0020W_tRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL022W_id003	0	89.8525	109.72	85.9606	117.284	124.509	125.325	86.1344	85.7007	93.3289	106.407	130.153	125.222	92.9148	123.772	120.431	129.896	147.401	108.304	98.1747	105.779	106.516	0	142.28
YIL025C_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL127W_id002	15.2401	0	43.361	12.9552	0	23.6465	27.7434	16.5313	26.8505	0	29.9764	29.7298	0	13.4195	7.97553	12.7704	15.4344	20.9561	22.619	23.3334	13.8928	11.8925	12.9833	14.8447
YJL135W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	28.2922	0	0	0	0	28.5006	0	0	0	0	0	0
YKR018C_id003	0	0	0	0	0	97.3797	0	92.7297	0	0	0	120.424	0	0	0	0	106.283	0	0	0	0	0	0	0
YDR107C_id001	0	0	0	6.80281	0	0	13.6222	0	0	0	0	0	18.7688	0	0	0	0	17.1064	0	0	0	0	0	0
YIL026C_id001	18.7803	5.76332	15.7615	14.5198	16.365	13.9675	14.0463	16.9755	14.1171	10.194	14.0095	13.8942	4.53703	8.36215	5.97931	9.8642	9.6177	8.56958	8.96931	7.95146	3.24641	7.56501	2.52823	10.4065
YHR142W_id008	105.758	93.5462	63.539	77.6881	70.7071	42.7661	135.045	76.8837	55.9519	116.087	89.2769	0	47.067	23.8503	40.2498	0	90.3662	70.3888	0	60.3159	56.5304	23.8447	33.1323	64.8105
YLR166C_id003	0	0	0	0	0	0	0	4.76064	0	0	0	0	0	14.5406	0	0	0	0	0	0	0	14.2821	4.9238	0
YIL027C_id003	142.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0083	0
YOR042W_id001	162.765	0	146.259	122.562	0	162.29	0	0	139.969	0	0	0	154.935	0	129.822	0	0	110.956	0	0	0	0	124.762	0
YIL028W_id001	15.3881	16.0071	3.40473	9.09097	27.0166	21.53	4.81697	15.5922	21.131	27.5971	22.5187	22.3334	0	0	0	10.6593	5.28613	12.594	7.37868	0	3.75581	15.8824	0	0
YLR143W_id001	19.4586	0	14.22	12.3917	16.3639	0	18.7652	0	19.8123	0	11.981	0	0	0	11.1569	30.2321	14.2359	25.2561	18.5866	16.7389	0	0	0	0
YIL028W_id002	20.0299	0	24.0678	5.43982	0	0	13.0644	0	0	0	0	0	18.4561	17.0081	11.793	0	17.2312	0	7.0963	23.0013	16.6939	0	18.6493	23.8315
YIL030C_id001	36.23	22.7425	53.3486	23.8845	40.2065	42.8986	28.6535	34.2949	37.7328	31.8649	51.7688	43.2891	41.4208	38.1711	0	31.7842	37.108	39.7389	35.1089	23.0686	0	32.888	28.4811	35.6901
YNL224C_id001	21.8821	13.4687	23.3202	16.7994	24.8588	0	17.905	16.5473	0	0	8.72583	0	25.8445	0	24.0204	0	30.7132	25.2459	0	0	10.4605	0	0	0
YDR509W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL123W_id001	106.78	94.3411	96.7751	31.6744	53.956	71.2958	106.933	76.5883	48.057	72.7272	95.2882	102.229	27.646	0	0	76.8496	115.653	99.483	36.1306	86.606	67.0139	57.7423	0	102.237
YOR144C_id001	8.7048	5.26049	4.1746	2.91029	6.47278	5.57762	10.4169	9.62708	6.20411	6.36632	6.92639	14.5975	5.04707	9.30221	4.83745	5.16382	5.34945	6.77899	9.14616	0.786254	4.01262	7.21325	2.24996	10.2901
YOR312C_id003	1417.34	994.669	1787.68	786.347	1330.97	1178.9	1228.43	1290.42	1415.78	1434.91	1296.52	1527.26	1265.04	1462.19	1198.27	1471.53	1409.37	1709.44	1474.07	1172.49	1295.48	1140.98	1043.67	1274.59
YIL031W_id001	0	0	0	0	0	0	0	9.58267	0	0	0	0	0	8.08817	9.99568	0	0	0	0	6.16447	0	8.57943	0	0
YIL031W_id002	11.3008	8.62904	10.1517	8.58125	10.7078	8.76811	11.9898	0	6.65046	15.3625	11.8108	16.4907	11.4418	0	0	17.011	17.8178	19.8433	19.5052	0	3.14607	0	4.9413	4.93577
YDR005C_id001	18.3275	0	0	0	6.50175	41.6521	31.5605	0	6.54547	19.7043	3.87614	0	8.60389	6.90149	36.7074	49.3428	0	0	0	0	28.4186	0	18.9701	0
YIL033C_id002	208.592	117.66	0	0	171.281	181.896	189.706	0	140.771	0	0	160.912	188.434	0	179.656	130.748	0	117.888	140.884	0	143.727	135.792	130.47	152.721
YGR222W_id002	0	0	0	24.5556	34.1338	35.8561	42.8196	49.9868	0	33.5724	26.7857	28.9803	28.3898	0	31.7457	26.626	0	0	25.7236	0	0	0	12.656	31.3527
YFL012W_id001	2.80978	0	2.695	0	0	0	2.58649	0	5.00648	0	0	11.0867	0	2.50218	0	8.33402	2.87787	0	0	0	0	0	0	0
YIR020C_id002	6.49566	0	0	5.56058	0	0	10.0105	7.61886	5.12912	0	14.6338	13.8823	0	3.59955	0	6.95702	0	6.84981	0	0	4.71802	4.40902	7.16486	6.93174
YCR094W_id002	34.0358	0	0	0	41.4224	0	0	0	0	0	0	0	17.698	25.0582	0	0	0	0	25.4148	22.3839	19.6377	0	16.1422	0
YLR017W_id001	52.8749	55.5711	59.535	35.3555	42.736	48.3996	52.9054	44.9823	34.8178	0	54.8771	54.4256	66.6457	81.8894	0	0	0	0	92.2271	0	69.9416	55.0332	69.3242	54.3517
YIL039W_id001	77.1772	53.521	97.0814	59.2195	70.559	88.0167	65.2207	20.4383	60.8673	0	70.4702	78.6267	25.0124	0	0	92.5662	85.5269	66.5073	17.7911	0	0	38.0932	46.873	14.7301
YCR073W-A_id001	147.299	78.2369	139.075	52.3249	154.027	107.444	146.187	133.145	131.23	92.5793	137.351	0	186.823	77.8846	100.19	0	115.509	78.4163	109.921	112.259	142.166	97.4786	95.1827	97.4923
YDL201W_id003	0	26.2318	56.8182	9.0865	0	0	43.2483	31.2801	32.7571	0	32.5073	38.2848	27.635	0	62.4342	46.4431	46.0283	79.5388	56.5833	27.6756	50.8471	39.4958	33.4389	42.2573
YIL039W_id005	0	0	0	0	0	0	0	48.1136	0	61.5343	0	0	37.1294	64.7362	67.3298	0	0	0	47.9349	59.581	58.3318	31.3577	0	58.5905
YIL041W_id001	0	0	293.571	0	346.002	0	241.772	242.793	283.737	226.874	277.688	332.523	229.822	0	176.221	226.96	180.046	0	0	149.437	0	0	0	0
YLL050C_id002	1188.24	669.673	918.202	702.356	877.666	921.927	1028.98	830.107	1057.25	1166.85	1125.21	1102.58	527.566	645.608	452.002	727.548	520.968	843.021	765.878	759.957	417.294	618.274	446.929	697.588
YBL057C_id001	0	132.474	151.009	0	124.883	0	0	121.753	126.379	168.654	190.178	0	61.5903	112.126	0	99.5447	0	122.289	0	0	0	108.972	98.9379	137.203
YPR131C_id001	66.4861	35.8741	54.6602	35.9889	50.0268	43.4706	0	59.2553	0	54.9927	44.0858	78.0769	42.8321	0	49.8502	53.2135	58.3692	55.4755	0	65.7724	0	43.7253	40.9165	59.2578
YLR417W_id002	0	0	0	28.6956	0	50.1725	0	46.5506	36.1465	36.2784	65.2055	0	17.2778	25.4756	25.4823	0	44.8513	0	34.1577	18.3029	0	18.6572	11.2976	0
YIL044C_id002	0	0	72.0674	35.7247	0	0	0	0	0	0	48.3564	0	0	0	0	0	0	0	0	0	0	0	0	0
YNR002C_id001	47.0019	0	40.7568	18.9472	0	0	0	0	27.0487	0	0	25.956	0	27.0245	0	0	14.025	0	17.0621	0	0	0	0	0
YGR038W_id003	6.06161	2.15383	8.31365	10.0523	7.73477	4.99487	15.4067	3.44759	4.70589	8.76406	5.61453	7.08404	8.57	7.85211	7.34131	11.7056	0	5.4559	11.0912	6.53257	5.20038	5.22153	4.71144	10.3573
YDR353W_id006	577.204	394.092	451.605	290.669	466.177	541.979	461.868	405.536	459.802	424.36	531.661	524.76	566.663	400.823	486.744	490.489	548.136	412.028	407.575	382.404	397.589	444.052	392.498	438.315
YIL045W_id001	27.8337	23.9432	0	15.8591	16.9385	0	0	13.806	0	0	0	19.3163	0	12.172	0	12.387	0	0	0	0	0	23.6531	0	0
YKL043W_id001	85.3237	44.1378	0	35.4548	58.7966	67.8595	70.4172	62.5904	0	0	0	46.466	0	158.516	119.903	146.3	0	175.946	149.93	0	0	82.623	18.1888	101.442
YLR417W_id001	63.9004	32.2801	60.3422	0	55.1657	0	54.6747	0	0	0	0	82.9898	0	0	0	32.8607	0	20.7999	0	0	21.887	0	0	31.5719
YLR272C_id002	6.15294	0.5108	0	0	2.60845	2.418	4.74584	2.06813	1.28799	3.96902	4.7962	6.12189	3.80374	5.84675	3.50409	6.67482	0	6.21075	4.47234	3.77422	5.53557	1.34366	1.60235	3.62362
YGR251W_id003	19.3747	0	0	0	32.0151	0	25.7617	0	15.3431	0	0	0	16.6423	15.3366	17.9449	0	0	44.0077	41.1255	7.77781	0	15.8567	14.8381	0
YCL035C_id001	0	4.78461	2.84853	6.68706	8.28842	4.00359	5.97713	2.77908	0	0	0	0	0	0	0	0	12.8025	0	8.67121	2.71374	0	0	10.1876	0
YLR400W_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL019C_mRNA	38.4177	14.5104	0	12.8443	71.4173	52.7491	0	32.6832	17.1132	17.5607	0	56.8451	0	0	0	0	19.6744	18.699	0	17.3502	0	0	0	18.9226
YJL036W_id002	0	37.1539	61.0502	0	0	0	62.5869	0	0	52.899	66.1857	69.196	0	0	0	0	0	0	35.926	45.732	32.008	0	0	64.1269
YOL085W-A_id003	8.58325	0	2.76512	0	0	0	0	4.1816	0	0	0	19.0504	0	3.8218	1.98746	10.6077	0	6.26656	7.69411	0	0	0	0	0
YBR142W_id003	13.781	10.6964	0	10.7076	18.2801	14.9961	10.3306	0	20.3622	14.5245	8.41953	16.2512	9.0079	0	13.3286	0	18.2074	18.1287	25.1755	12.2336	11.7063	7.75085	6.56398	15.1622
YKL149C_id002	0	0	0	0	0	0	0	14.3908	0	27.8358	0	0	0	0	0	0	0	0	32.3154	15.279	14.0357	0	10.202	6.66548
YFL061W_mRNA	17.6474	0	35.8158	12.4843	21.6925	19.2266	0	9.92728	0	25.6029	6.96382	0	6.76579	8.31331	0	4.61486	0	0	6.68769	4.21601	0	6.44642	0	18.3163
YDR282C_id003	0	0	17.4195	0	0	0	0	0	0	0	24.6323	0	0	19.1137	10.7043	0	0	0	0	0	0	0	4.26749	21.1436
YGR053C_id002	21.2276	8.90851	9.04908	6.30849	17.5384	23.7489	19.5406	0	12.6078	19.4062	7.03781	16.2864	11.3961	6.30123	8.73824	18.6556	9.66312	11.4801	4.50584	8.52162	10.8725	6.51492	6.09642	9.2939
YGR157W_id002	30.3958	18.1522	12.9169	16.8612	21.7741	17.348	25.4221	17.6929	0	0	20.4882	23.1884	51.3806	0	20.8896	0	59.6479	35.1239	34.0399	29.887	23.4928	0	22.7866	40.369
YCR020C-A_id001	0	0	0	0	0	0	0	0	66.9396	0	0	0	0	0	0	0	27.1615	0	33.8856	0	0	0	0	0
YDR067C_id008	0	0	0	28.0016	0	0	36.6492	0	30.5424	18.0351	0	41.9637	0	29.5089	0	48.8007	0	42.3005	0	0	0	28.81	42.7453	55.5939
YIL050W_id002	65.3263	46.6641	48.3321	39.4239	45.5359	45.7385	60.7286	38.1175	53.7827	73.2679	64.5728	34.8559	30.4649	43.2258	43.4518	30.6662	46.0488	52.0551	63.4829	30.1807	36.2252	48.6217	22.7281	34.9168
YKL186C_id003	110.602	73.1053	106.084	0	0	0	82.7228	0	88.2718	0	64.171	115.921	60.1195	92.3381	59.7567	70.6229	94.4021	98.6941	77.0332	93.6567	0	0	57.5726	90.7951
YER008C_id001	30.4845	19.9576	32.6505	19.3647	25.9736	31.1598	27.1265	34.1466	26.7061	19.9727	33.858	30.0711	20.1299	26.6948	18.8232	28.1305	0	28.1916	29.6036	15.6031	21.0785	23.8576	19.2609	17.0172
YLR300W_id001	0	0	214.708	132.277	0	194.184	0	146.15	191.315	0	203.232	191.289	352.144	404.487	439.979	423.341	383.906	528.306	471.15	339.731	0	325.935	317.333	385.904
YER165W_id006	150.715	0	140.467	0	192.376	0	0	239.871	268.723	257.765	221.277	145.352	299.925	0	125.067	0	0	0	0	0	288.158	247.531	225.039	285.293
YIL053W_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7348	0	0	0	0	0	0	0	0	0	0
YBR192W_id001	0	0	0	0	24.8864	14.7742	16.2314	0	0	0	0	0	0	0	26.5998	22.4987	0	27.8514	23.15	0	15.9316	0	0	22.8562
YIL059C_id001	308.721	185.307	227.207	176.143	225.973	308.018	283.056	241.009	186.806	203.717	335.601	325.162	348.342	388.081	255.714	495.525	208.453	389.931	420.248	460.614	229.642	456.54	346.47	292.96
YIL061C_id002	30.3107	27.0598	0	0	28.1733	0	30.4385	0	17.1843	25.1909	19.1849	19.0271	23.9649	24.5386	15.313	10.8974	0	29.5061	21.0562	0	0	0	0	0
YOR167C_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR265W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL142C_id002	26.5776	14.221	21.2433	0	0	20.2734	0	10.3503	14.7988	30.3715	14.3188	0	21.4025	13.8064	14.3595	20.8027	12.9337	0	16.9244	15.0038	19.3981	0	14.3117	26.1816
YDR105C_id003	52.0804	0	46.1104	0	49.6491	0	0	0	0	0	0	48.7396	30.9707	32.1085	0	0	0	0	0	34.9794	39.3967	36.8859	37.9681	40.7804
YHR083W_id001	0	6.74405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83719	0	0	0	0	0
YMR069W_mRNA	16.4289	4.96415	6.30311	2.19708	6.10815	3.00767	3.02466	5.59063	5.85462	0	6.53621	0	6.35034	2.92607	6.08659	0	3.3654	6.39712	0	0	0	3.02529	0	3.23682
YIL147C_id001	26.5278	17.3416	26.4228	18.0793	25.1314	20.0798	27.2374	27.3421	28.6332	28.4491	27.9074	27.6778	15.7753	18.6264	17.4826	15.1315	19.333	24.3339	17.5424	18.8924	17.402	16.4398	17.1419	17.0867
YDR088C_id001	11.4632	0	0	3.71745	22.8308	0	0	18.1614	0	41.9526	0	0	0	0	18.4182	0	0	25.6302	12.8909	0	0	0	17.1331	0
YFR032C-A_id002	22.9601	0	0	8.5478	0	0	0	0	0	0	0	0	0	27.9905	0	0	129.372	23.5808	74.0665	0	0	0	0	22.276
YIL063C_id001	0	0	104.138	0	88.8072	0	57.9682	0	0	105.213	99.3505	89.9675	92.3285	0	0	0	82.2915	76.0979	68.4471	0	48.0468	69.9763	0	47.0605
YPR168W_id001	8.21099	0	6.50815	1.02561	8.01821	0	5.91809	0	0	4.72909	0	6.69653	6.31385	0	4.50552	5.04415	0	3.90134	2.67627	4.21755	1.99334	2.44302	0	8.70925
YIL063C_id002	87.429	37.9752	0	46.7684	0	86.0312	0	76.238	91.5217	0	0	0	0	50.6117	68.8304	69.1523	0	0	0	80.9437	0	0	50.8457	0
YIL064W_id001	50.6401	44.9059	77.4966	40.6075	87.5658	52.1658	73.0207	64.928	60.9688	46.6433	90.9955	105.938	72.4664	63.9608	67.5587	83.0398	46.0668	104.988	54.1046	60.5241	39.2117	58.2409	28.162	54.9753
YOR210W_id001	187.789	117.71	145.627	106.866	118.84	204.81	110.339	163.157	135.265	0	135.117	220.714	88.8032	199.253	0	158.013	102.308	146.652	160.291	39.6751	0	125.078	96.3884	157.439
YER144C_id002	0	0	0	24.1854	0	46.1978	0	0	0	0	0	0	38.2037	0	0	36.5925	48.2465	0	30.5315	0	30.2442	0	0	44.7457
YBR160W_id001	0	0	0	0	0	0	0	0	3.79442	0	0	0	0	3.91506	0	0	0	0	0	0	4.19644	0	0	0
YBL054W_id001	6.7786	1.95147	7.88312	2.59017	6.3006	0	7.13133	0	0	5.03257	7.62795	9.5524	10.2935	6.80666	5.63647	0	9.9184	10.6047	11.2119	0	0	3.56641	5.00598	4.71582
YDR364C_id003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL066W-A_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL105C_id002	44.2837	28.016	0	31.0915	55.0529	0	41.2741	33.9062	36.4936	44.0264	41.2928	55.6961	37.444	0	33.838	0	44.223	0	37.0118	0	27.558	0	28.1386	38.7162
YGR165W_id001	51.0788	35.7269	25.4034	31.6246	31.6513	27.707	33.0879	28.9696	0	0	54.5675	65.3154	31.0782	0	36.7962	63.5942	52.3168	0	34.3335	34.1752	31.3942	26.1275	0	0
YJR111C_id001	40.0021	35.5501	33.8541	29.8948	34.9942	28.0007	38.9892	32.0292	41.9271	36.5698	44.4678	41.7808	34.1079	29.3365	32.6912	34.8969	57.8422	27.4873	42.7046	55.26	21.6937	43.3305	34.465	39.406
