transcript_id	protein_id	denovo_feature_id	best_hit_id	annotation_status
TRINITY_DN247_c0_g1_i1	TRINITY_DN247_c0_g1_i1.p1	TRINITY_DN247_c0_g1_i1	YOL100W	homology_hit_with_go
TRINITY_DN2481_c0_g1_i1	TRINITY_DN2481_c0_g1_i1.p1	TRINITY_DN2481_c0_g1_i1	YAL010C	homology_hit_with_go
TRINITY_DN2482_c0_g1_i1	TRINITY_DN2482_c0_g1_i1.p1	TRINITY_DN2482_c0_g1_i1	YGL112C	homology_hit_with_go
TRINITY_DN2483_c0_g1_i1	TRINITY_DN2483_c0_g1_i1.p1	TRINITY_DN2483_c0_g1_i1	YPL096W	homology_hit_with_go
TRINITY_DN2484_c0_g1_i1	TRINITY_DN2484_c0_g1_i1.p1	TRINITY_DN2484_c0_g1_i1	YMR131C	homology_hit_with_go
TRINITY_DN2485_c0_g1_i1	TRINITY_DN2485_c0_g1_i1.p1	TRINITY_DN2485_c0_g1_i1	YBR225W	homology_hit_with_go
TRINITY_DN2486_c0_g1_i1	TRINITY_DN2486_c0_g1_i1.p1	TRINITY_DN2486_c0_g1_i1	YBR080C	homology_hit_with_go
TRINITY_DN2487_c0_g1_i1	TRINITY_DN2487_c0_g1_i1.p3	TRINITY_DN2487_c0_g1_i1	YDR257C	homology_hit_with_go
TRINITY_DN2488_c0_g1_i1	TRINITY_DN2488_c0_g1_i1.p1	TRINITY_DN2488_c0_g1_i1	YNL309W	homology_hit_with_go
TRINITY_DN2489_c0_g1_i1	TRINITY_DN2489_c0_g1_i1.p1	TRINITY_DN2489_c0_g1_i1	YGL086W	homology_hit_with_go
TRINITY_DN248_c0_g1_i1	TRINITY_DN248_c0_g1_i1.p1	TRINITY_DN248_c0_g1_i1	YDL104C	homology_hit_with_go
TRINITY_DN2490_c0_g1_i1	TRINITY_DN2490_c0_g1_i1.p1	TRINITY_DN2490_c0_g1_i1	YBR268W	homology_hit_with_go
TRINITY_DN2491_c0_g1_i1	TRINITY_DN2491_c0_g1_i1.p1	TRINITY_DN2491_c0_g1_i1	YER124C	homology_hit_with_go
TRINITY_DN2492_c0_g1_i1	TRINITY_DN2492_c0_g1_i1.p1	TRINITY_DN2492_c0_g1_i1	YBL009W	homology_hit_with_go
TRINITY_DN2493_c0_g1_i1	TRINITY_DN2493_c0_g1_i1.p1	TRINITY_DN2493_c0_g1_i1	YER051W	homology_hit_with_go
TRINITY_DN2494_c0_g1_i1	TRINITY_DN2494_c0_g1_i1.p1	TRINITY_DN2494_c0_g1_i1	YGL094C	homology_hit_with_go
TRINITY_DN2495_c0_g1_i1	TRINITY_DN2495_c0_g1_i1.p1	TRINITY_DN2495_c0_g1_i1	YER087W	homology_hit_with_go
TRINITY_DN2496_c0_g1_i1	TRINITY_DN2496_c0_g1_i1.p1	TRINITY_DN2496_c0_g1_i1	YML079W	homology_hit_with_go
TRINITY_DN2497_c0_g1_i1	TRINITY_DN2497_c0_g1_i1.p1	TRINITY_DN2497_c0_g1_i1	YDL206W	homology_hit_with_go
TRINITY_DN2498_c0_g1_i1	TRINITY_DN2498_c0_g1_i1.p1	TRINITY_DN2498_c0_g1_i1	YNL027W	homology_hit_with_go
TRINITY_DN2499_c0_g1_i1	TRINITY_DN2499_c0_g1_i1.p1	TRINITY_DN2499_c0_g1_i1	YMR078C	homology_hit_with_go
TRINITY_DN249_c0_g1_i1	TRINITY_DN249_c0_g1_i1.p1	TRINITY_DN249_c0_g1_i1	YPR006C	homology_hit_with_go
TRINITY_DN24_c0_g1_i1	TRINITY_DN24_c0_g1_i1.p1	TRINITY_DN24_c0_g1_i1	YDL082W	homology_hit_with_go
TRINITY_DN24_c0_g1_i2	TRINITY_DN24_c0_g1_i2.p1	TRINITY_DN24_c0_g1_i2	YMR142C	homology_hit_with_go
TRINITY_DN2500_c0_g1_i1	TRINITY_DN2500_c0_g1_i1.p1	TRINITY_DN2500_c0_g1_i1	YCL024W	homology_hit_with_go
TRINITY_DN2502_c0_g1_i1	TRINITY_DN2502_c0_g1_i1.p1	TRINITY_DN2502_c0_g1_i1	YMR004W	homology_hit_with_go
TRINITY_DN2503_c0_g1_i1	TRINITY_DN2503_c0_g1_i1.p2	TRINITY_DN2503_c0_g1_i1	YGL143C	homology_hit_with_go
TRINITY_DN2504_c0_g1_i1	TRINITY_DN2504_c0_g1_i1.p1	TRINITY_DN2504_c0_g1_i1	YJL207C	homology_hit_with_go
TRINITY_DN2506_c0_g1_i1	TRINITY_DN2506_c0_g1_i1.p1	TRINITY_DN2506_c0_g1_i1	YGR277C	homology_hit_with_go
TRINITY_DN2507_c0_g1_i1	TRINITY_DN2507_c0_g1_i1.p1	TRINITY_DN2507_c0_g1_i1	YMR102C	homology_hit_with_go
TRINITY_DN2508_c0_g1_i1	TRINITY_DN2508_c0_g1_i1.p1	TRINITY_DN2508_c0_g1_i1	YKL005C	homology_hit_with_go
TRINITY_DN2509_c0_g1_i1	TRINITY_DN2509_c0_g1_i1.p1	TRINITY_DN2509_c0_g1_i1	YMR013C	homology_hit_with_go
TRINITY_DN250_c0_g1_i1	TRINITY_DN250_c0_g1_i1.p1	TRINITY_DN250_c0_g1_i1	YLR413W	homology_hit_with_go
TRINITY_DN2510_c0_g1_i1	TRINITY_DN2510_c0_g1_i1.p1	TRINITY_DN2510_c0_g1_i1	YPL092W	homology_hit_with_go
TRINITY_DN2511_c0_g1_i1	TRINITY_DN2511_c0_g1_i1.p1	TRINITY_DN2511_c0_g1_i1	YGL141W	homology_hit_with_go
TRINITY_DN2512_c0_g1_i1	TRINITY_DN2512_c0_g1_i1.p1	TRINITY_DN2512_c0_g1_i1	YJL001W	homology_hit_with_go
TRINITY_DN2513_c0_g1_i1	TRINITY_DN2513_c0_g1_i1.p1	TRINITY_DN2513_c0_g1_i1	YDR268W	homology_hit_with_go
TRINITY_DN2514_c0_g1_i1	TRINITY_DN2514_c0_g1_i1.p1	TRINITY_DN2514_c0_g1_i1	YDL076C	homology_hit_with_go
TRINITY_DN2515_c0_g1_i1	TRINITY_DN2515_c0_g1_i1.p1	TRINITY_DN2515_c0_g1_i1	YDL138W	homology_hit_with_go
TRINITY_DN2516_c0_g1_i1	TRINITY_DN2516_c0_g1_i1.p1	TRINITY_DN2516_c0_g1_i1	YDL167C	homology_hit_with_go
TRINITY_DN2516_c1_g1_i1	TRINITY_DN2516_c1_g1_i1.p1	TRINITY_DN2516_c1_g1_i1	YDL167C	homology_hit_with_go
TRINITY_DN2517_c0_g1_i1	TRINITY_DN2517_c0_g1_i1.p1	TRINITY_DN2517_c0_g1_i1	YDR156W	homology_hit_with_go
TRINITY_DN2518_c0_g1_i1	TRINITY_DN2518_c0_g1_i1.p1	TRINITY_DN2518_c0_g1_i1	YGR140W	homology_hit_with_go
TRINITY_DN2519_c0_g1_i1	TRINITY_DN2519_c0_g1_i1.p1	TRINITY_DN2519_c0_g1_i1	YLR237W	homology_hit_with_go
TRINITY_DN251_c0_g1_i1	TRINITY_DN251_c0_g1_i1.p1	TRINITY_DN251_c0_g1_i1	YDR265W	homology_hit_with_go
TRINITY_DN2520_c0_g1_i1	TRINITY_DN2520_c0_g1_i1.p1	TRINITY_DN2520_c0_g1_i1	YDR530C	homology_hit_with_go
TRINITY_DN2521_c0_g1_i1	TRINITY_DN2521_c0_g1_i1.p1	TRINITY_DN2521_c0_g1_i1	YDL086W	homology_hit_with_go
TRINITY_DN2522_c0_g1_i1	TRINITY_DN2522_c0_g1_i1.p1	TRINITY_DN2522_c0_g1_i1	YDL025C	homology_hit_with_go
TRINITY_DN2523_c0_g1_i1	TRINITY_DN2523_c0_g1_i1.p1	TRINITY_DN2523_c0_g1_i1	YIL034C	homology_hit_with_go
TRINITY_DN2524_c0_g1_i1	TRINITY_DN2524_c0_g1_i1.p1	TRINITY_DN2524_c0_g1_i1	YHR117W	homology_hit_with_go
TRINITY_DN2525_c0_g1_i1	TRINITY_DN2525_c0_g1_i1.p1	TRINITY_DN2525_c0_g1_i1	YMR128W	homology_hit_with_go
TRINITY_DN2526_c0_g1_i1	TRINITY_DN2526_c0_g1_i1.p1	TRINITY_DN2526_c0_g1_i1	YIL164C	homology_hit_with_go
TRINITY_DN2527_c0_g1_i1	TRINITY_DN2527_c0_g1_i1.p1	TRINITY_DN2527_c0_g1_i1	YCR010C	homology_hit_with_go
TRINITY_DN2528_c0_g1_i1	TRINITY_DN2528_c0_g1_i1.p1	TRINITY_DN2528_c0_g1_i1	YGL062W	homology_hit_with_go
TRINITY_DN2529_c0_g1_i1	TRINITY_DN2529_c0_g1_i1.p1	TRINITY_DN2529_c0_g1_i1	YPL153C	homology_hit_with_go
TRINITY_DN252_c0_g1_i1	TRINITY_DN252_c0_g1_i1.p1	TRINITY_DN252_c0_g1_i1	YBR042C	homology_hit_with_go
TRINITY_DN2530_c0_g1_i1	TRINITY_DN2530_c0_g1_i1.p1	TRINITY_DN2530_c0_g1_i1	YKR023W	homology_hit_with_go
TRINITY_DN2532_c0_g1_i1	TRINITY_DN2532_c0_g1_i1.p1	TRINITY_DN2532_c0_g1_i1	YML097C	homology_hit_with_go
TRINITY_DN2533_c0_g1_i1	TRINITY_DN2533_c0_g1_i1.p1	TRINITY_DN2533_c0_g1_i1	YDL058W	homology_hit_with_go
TRINITY_DN2534_c0_g1_i1	TRINITY_DN2534_c0_g1_i1.p1	TRINITY_DN2534_c0_g1_i1	YAL054C	homology_hit_with_go
TRINITY_DN2535_c0_g1_i1	TRINITY_DN2535_c0_g1_i1.p1	TRINITY_DN2535_c0_g1_i1	YMR145C	homology_hit_with_go
TRINITY_DN2536_c0_g1_i1	TRINITY_DN2536_c0_g1_i1.p1	TRINITY_DN2536_c0_g1_i1	YFR032C-A	homology_hit_with_go
TRINITY_DN2537_c0_g1_i1	TRINITY_DN2537_c0_g1_i1.p1	TRINITY_DN2537_c0_g1_i1	YLR442C	homology_hit_with_go
TRINITY_DN2538_c0_g1_i1	TRINITY_DN2538_c0_g1_i1.p1	TRINITY_DN2538_c0_g1_i1	YPR145W	homology_hit_with_go
TRINITY_DN2539_c0_g1_i1	TRINITY_DN2539_c0_g1_i1.p1	TRINITY_DN2539_c0_g1_i1	YHR154W	homology_hit_with_go
TRINITY_DN253_c0_g1_i1	TRINITY_DN253_c0_g1_i1.p1	TRINITY_DN253_c0_g1_i1	YDL197C	homology_hit_with_go
TRINITY_DN2541_c0_g1_i1	TRINITY_DN2541_c0_g1_i1.p1	TRINITY_DN2541_c0_g1_i1	YNL215W	homology_hit_with_go
TRINITY_DN2542_c0_g1_i1	TRINITY_DN2542_c0_g1_i1.p1	TRINITY_DN2542_c0_g1_i1	YER032W	homology_hit_with_go
TRINITY_DN2543_c0_g1_i1	TRINITY_DN2543_c0_g1_i1.p1	TRINITY_DN2543_c0_g1_i1	YGL185C	homology_hit_with_go
TRINITY_DN2544_c0_g1_i1	TRINITY_DN2544_c0_g1_i1.p1	TRINITY_DN2544_c0_g1_i1	YLR042C	homology_hit_with_go
TRINITY_DN2545_c0_g1_i1	TRINITY_DN2545_c0_g1_i1.p1	TRINITY_DN2545_c0_g1_i1	YKR015C	homology_hit_with_go
TRINITY_DN2546_c0_g1_i1	TRINITY_DN2546_c0_g1_i1.p1	TRINITY_DN2546_c0_g1_i1	YDR334W	homology_hit_with_go
TRINITY_DN2547_c0_g1_i1	TRINITY_DN2547_c0_g1_i1.p1	TRINITY_DN2547_c0_g1_i1	YNL334C	homology_hit_with_go
TRINITY_DN2548_c0_g1_i1	TRINITY_DN2548_c0_g1_i1.p1	TRINITY_DN2548_c0_g1_i1	YGL200C	homology_hit_with_go
TRINITY_DN2549_c0_g1_i1	TRINITY_DN2549_c0_g1_i1.p2	TRINITY_DN2549_c0_g1_i1	YML056C	homology_hit_with_go
TRINITY_DN254_c0_g1_i1	TRINITY_DN254_c0_g1_i1.p1	TRINITY_DN254_c0_g1_i1	YDR146C	homology_hit_with_go
TRINITY_DN2550_c0_g1_i1	TRINITY_DN2550_c0_g1_i1.p1	TRINITY_DN2550_c0_g1_i1	YER112W	homology_hit_with_go
TRINITY_DN2551_c0_g1_i1	TRINITY_DN2551_c0_g1_i1.p1	TRINITY_DN2551_c0_g1_i1	YGL156W	homology_hit_with_go
TRINITY_DN2552_c0_g1_i1	TRINITY_DN2552_c0_g1_i1.p1	TRINITY_DN2552_c0_g1_i1	YGL144C	homology_hit_with_go
TRINITY_DN2553_c0_g1_i1	TRINITY_DN2553_c0_g1_i1.p1	TRINITY_DN2553_c0_g1_i1	YGR090W	homology_hit_with_go
TRINITY_DN2554_c0_g1_i1	TRINITY_DN2554_c0_g1_i1.p1	TRINITY_DN2554_c0_g1_i1	YGL209W	homology_hit_with_go
TRINITY_DN2555_c0_g1_i1	TRINITY_DN2555_c0_g1_i1.p1	TRINITY_DN2555_c0_g1_i1	YMR078C	homology_hit_with_go
TRINITY_DN2556_c0_g1_i1	TRINITY_DN2556_c0_g1_i1.p1	TRINITY_DN2556_c0_g1_i1	YMR140W	homology_hit_with_go
TRINITY_DN2557_c0_g1_i1	TRINITY_DN2557_c0_g1_i1.p1	TRINITY_DN2557_c0_g1_i1	YCL024W	homology_hit_with_go
TRINITY_DN2558_c0_g1_i1	TRINITY_DN2558_c0_g1_i1.p1	TRINITY_DN2558_c0_g1_i1	YPR060C	homology_hit_with_go
TRINITY_DN2559_c0_g1_i1	TRINITY_DN2559_c0_g1_i1.p1	TRINITY_DN2559_c0_g1_i1	YDR260C	homology_hit_with_go
TRINITY_DN255_c0_g1_i1	TRINITY_DN255_c0_g1_i1.p1	TRINITY_DN255_c0_g1_i1	YPR105C	homology_hit_with_go
TRINITY_DN2560_c0_g1_i1	TRINITY_DN2560_c0_g1_i1.p1	TRINITY_DN2560_c0_g1_i1	YPL186C	homology_hit_with_go
TRINITY_DN2561_c0_g1_i1	TRINITY_DN2561_c0_g1_i1.p1	TRINITY_DN2561_c0_g1_i1	YML055W	homology_hit_with_go
TRINITY_DN2562_c0_g1_i1	TRINITY_DN2562_c0_g1_i1.p1	TRINITY_DN2562_c0_g1_i1	YGR197C	homology_hit_with_go
TRINITY_DN2563_c0_g1_i1	TRINITY_DN2563_c0_g1_i1.p1	TRINITY_DN2563_c0_g1_i1	YOR372C	homology_hit_with_go
TRINITY_DN2564_c0_g1_i1	TRINITY_DN2564_c0_g1_i1.p1	TRINITY_DN2564_c0_g1_i1	YOR190W	homology_hit_with_go
TRINITY_DN2565_c0_g1_i1	TRINITY_DN2565_c0_g1_i1.p1	TRINITY_DN2565_c0_g1_i1	YJL079C	homology_hit_with_go
TRINITY_DN2566_c0_g1_i1	TRINITY_DN2566_c0_g1_i1.p1	TRINITY_DN2566_c0_g1_i1	YKL108W	homology_hit_with_go
TRINITY_DN2567_c0_g1_i1	TRINITY_DN2567_c0_g1_i1.p1	TRINITY_DN2567_c0_g1_i1	YKR021W	homology_hit_with_go
TRINITY_DN2568_c0_g1_i1	TRINITY_DN2568_c0_g1_i1.p1	TRINITY_DN2568_c0_g1_i1	YOR350C	homology_hit_with_go
TRINITY_DN2569_c0_g1_i1	TRINITY_DN2569_c0_g1_i1.p1	TRINITY_DN2569_c0_g1_i1	YJL156C	homology_hit_with_go
TRINITY_DN256_c0_g1_i1	TRINITY_DN256_c0_g1_i1.p1	TRINITY_DN256_c0_g1_i1	YIL115C	homology_hit_with_go
TRINITY_DN2570_c0_g1_i1	TRINITY_DN2570_c0_g1_i1.p1	TRINITY_DN2570_c0_g1_i1	YFR048W	homology_hit_with_go
TRINITY_DN2571_c0_g1_i1	TRINITY_DN2571_c0_g1_i1.p1	TRINITY_DN2571_c0_g1_i1	YNL054W	homology_hit_with_go
TRINITY_DN2572_c0_g1_i1	TRINITY_DN2572_c0_g1_i1.p1	TRINITY_DN2572_c0_g1_i1	YNL195C	homology_hit_with_go
TRINITY_DN2573_c0_g1_i1	TRINITY_DN2573_c0_g1_i1.p1	TRINITY_DN2573_c0_g1_i1	YIL130W	homology_hit_with_go
TRINITY_DN2574_c0_g1_i1	TRINITY_DN2574_c0_g1_i1.p1	TRINITY_DN2574_c0_g1_i1	YBL104C	homology_hit_with_go
TRINITY_DN2575_c0_g1_i1	TRINITY_DN2575_c0_g1_i1.p1	TRINITY_DN2575_c0_g1_i1	YIR018W	homology_hit_with_go
TRINITY_DN2576_c0_g1_i1	TRINITY_DN2576_c0_g1_i1.p1	TRINITY_DN2576_c0_g1_i1	YLR309C	homology_hit_with_go
TRINITY_DN2577_c0_g1_i1	TRINITY_DN2577_c0_g1_i1.p1	TRINITY_DN2577_c0_g1_i1	YMR171C	homology_hit_with_go
TRINITY_DN2578_c0_g1_i1	TRINITY_DN2578_c0_g1_i1.p1	TRINITY_DN2578_c0_g1_i1	YPL071C	homology_hit_with_go
TRINITY_DN2579_c0_g1_i1	TRINITY_DN2579_c0_g1_i1.p1	TRINITY_DN2579_c0_g1_i1	YNL311C	homology_hit_with_go
TRINITY_DN257_c0_g1_i1	TRINITY_DN257_c0_g1_i1.p1	TRINITY_DN257_c0_g1_i1	YFR010W	homology_hit_with_go
TRINITY_DN2580_c0_g1_i1	TRINITY_DN2580_c0_g1_i1.p1	TRINITY_DN2580_c0_g1_i1	YJL074C	homology_hit_with_go
TRINITY_DN2581_c0_g1_i1	TRINITY_DN2581_c0_g1_i1.p1	TRINITY_DN2581_c0_g1_i1	YLL004W	homology_hit_with_go
TRINITY_DN2582_c0_g1_i1	TRINITY_DN2582_c0_g1_i1.p1	TRINITY_DN2582_c0_g1_i1	YLR186W	homology_hit_with_go
TRINITY_DN2583_c0_g1_i1	TRINITY_DN2583_c0_g1_i1.p1	TRINITY_DN2583_c0_g1_i1	YGR058W	homology_hit_with_go
TRINITY_DN2584_c0_g1_i1	TRINITY_DN2584_c0_g1_i1.p1	TRINITY_DN2584_c0_g1_i1	YHR137W	homology_hit_with_go
TRINITY_DN2585_c0_g1_i1	TRINITY_DN2585_c0_g1_i1.p1	TRINITY_DN2585_c0_g1_i1	YOR216C	homology_hit_with_go
TRINITY_DN2586_c0_g1_i1	TRINITY_DN2586_c0_g1_i1.p1	TRINITY_DN2586_c0_g1_i1	YGR271W	homology_hit_with_go
TRINITY_DN2587_c0_g1_i1	TRINITY_DN2587_c0_g1_i1.p1	TRINITY_DN2587_c0_g1_i1	YKR044W	homology_hit_with_go
TRINITY_DN2588_c0_g1_i1	TRINITY_DN2588_c0_g1_i1.p1	TRINITY_DN2588_c0_g1_i1	YEL061C	homology_hit_with_go
TRINITY_DN2589_c0_g1_i1	TRINITY_DN2589_c0_g1_i1.p1	TRINITY_DN2589_c0_g1_i1	YDL156W	homology_hit_with_go
TRINITY_DN258_c0_g1_i1	TRINITY_DN258_c0_g1_i1.p1	TRINITY_DN258_c0_g1_i1	YDL022W	homology_hit_with_go
TRINITY_DN2590_c0_g1_i1	TRINITY_DN2590_c0_g1_i1.p1	TRINITY_DN2590_c0_g1_i1	YDR121W	homology_hit_with_go
TRINITY_DN2591_c0_g1_i1	TRINITY_DN2591_c0_g1_i1.p1	TRINITY_DN2591_c0_g1_i1	YMR218C	homology_hit_with_go
TRINITY_DN2592_c0_g1_i1	TRINITY_DN2592_c0_g1_i1.p1	TRINITY_DN2592_c0_g1_i1	YBR115C	homology_hit_with_go
TRINITY_DN2593_c0_g1_i1	TRINITY_DN2593_c0_g1_i1.p1	TRINITY_DN2593_c0_g1_i1	YKL071W	homology_hit_with_go
TRINITY_DN2594_c0_g1_i1	TRINITY_DN2594_c0_g1_i1.p1	TRINITY_DN2594_c0_g1_i1	YDR239C	homology_hit_with_go
TRINITY_DN2595_c0_g1_i1	TRINITY_DN2595_c0_g1_i1.p1	TRINITY_DN2595_c0_g1_i1	YPL181W	homology_hit_with_go
TRINITY_DN2596_c0_g1_i1	TRINITY_DN2596_c0_g1_i1.p1	TRINITY_DN2596_c0_g1_i1	YDL238C	homology_hit_with_go
TRINITY_DN2598_c0_g1_i1	TRINITY_DN2598_c0_g1_i1.p1	TRINITY_DN2598_c0_g1_i1	YMR068W	homology_hit_with_go
TRINITY_DN259_c0_g1_i1	TRINITY_DN259_c0_g1_i1.p1	TRINITY_DN259_c0_g1_i1	YKR007W	homology_hit_with_go
TRINITY_DN25_c0_g1_i1	TRINITY_DN25_c0_g1_i1.p1	TRINITY_DN25_c0_g1_i1	YDR450W	homology_hit_with_go
TRINITY_DN25_c0_g1_i2	TRINITY_DN25_c0_g1_i2.p1	TRINITY_DN25_c0_g1_i2	YDR450W	homology_hit_with_go
TRINITY_DN25_c0_g1_i3	TRINITY_DN25_c0_g1_i3.p1	TRINITY_DN25_c0_g1_i3	YDR450W	homology_hit_with_go
TRINITY_DN25_c0_g1_i4	TRINITY_DN25_c0_g1_i4.p1	TRINITY_DN25_c0_g1_i4	YDR450W	homology_hit_with_go
TRINITY_DN2600_c0_g1_i1	TRINITY_DN2600_c0_g1_i1.p1	TRINITY_DN2600_c0_g1_i1	YKL025C	homology_hit_with_go
TRINITY_DN2603_c0_g1_i1	TRINITY_DN2603_c0_g1_i1.p1	TRINITY_DN2603_c0_g1_i1	YHR067W	homology_hit_with_go
TRINITY_DN2604_c0_g1_i1	TRINITY_DN2604_c0_g1_i1.p1	TRINITY_DN2604_c0_g1_i1	YDR261C	homology_hit_with_go
TRINITY_DN2605_c0_g1_i1	TRINITY_DN2605_c0_g1_i1.p1	TRINITY_DN2605_c0_g1_i1	YOR022C	homology_hit_with_go
TRINITY_DN2606_c0_g1_i1	TRINITY_DN2606_c0_g1_i1.p1	TRINITY_DN2606_c0_g1_i1	YDR034C	homology_hit_with_go
TRINITY_DN2607_c0_g1_i1	TRINITY_DN2607_c0_g1_i1.p1	TRINITY_DN2607_c0_g1_i1	YKL072W	homology_hit_with_go
TRINITY_DN2609_c0_g1_i1	TRINITY_DN2609_c0_g1_i1.p1	TRINITY_DN2609_c0_g1_i1	YHR131C	homology_hit_with_go
TRINITY_DN260_c0_g1_i1	TRINITY_DN260_c0_g1_i1.p1	TRINITY_DN260_c0_g1_i1	YDR243C	homology_hit_with_go
TRINITY_DN2610_c0_g1_i1	TRINITY_DN2610_c0_g1_i1.p1	TRINITY_DN2610_c0_g1_i1	YPL232W	homology_hit_with_go
TRINITY_DN2611_c0_g1_i1	TRINITY_DN2611_c0_g1_i1.p1	TRINITY_DN2611_c0_g1_i1	YNL250W	homology_hit_with_go
TRINITY_DN2612_c0_g1_i1	TRINITY_DN2612_c0_g1_i1.p1	TRINITY_DN2612_c0_g1_i1	YER165W	homology_hit_with_go
TRINITY_DN2613_c0_g1_i1	TRINITY_DN2613_c0_g1_i1.p1	TRINITY_DN2613_c0_g1_i1	YPL051W	homology_hit_with_go
TRINITY_DN2614_c0_g1_i1	TRINITY_DN2614_c0_g1_i1.p1	TRINITY_DN2614_c0_g1_i1	YIL143C	homology_hit_with_go
TRINITY_DN2615_c0_g1_i1	TRINITY_DN2615_c0_g1_i1.p1	TRINITY_DN2615_c0_g1_i1	YLR001C	homology_hit_with_go
TRINITY_DN2616_c0_g1_i1	TRINITY_DN2616_c0_g1_i1.p1	TRINITY_DN2616_c0_g1_i1	YOR017W	homology_hit_with_go
TRINITY_DN2617_c0_g1_i1	TRINITY_DN2617_c0_g1_i1.p1	TRINITY_DN2617_c0_g1_i1	YMR125W	homology_hit_with_go
TRINITY_DN2618_c0_g1_i1	TRINITY_DN2618_c0_g1_i1.p1	TRINITY_DN2618_c0_g1_i1	YPR122W	homology_hit_with_go
TRINITY_DN2619_c0_g1_i1	TRINITY_DN2619_c0_g1_i1.p1	TRINITY_DN2619_c0_g1_i1	YDL216C	homology_hit_with_go
TRINITY_DN261_c0_g1_i1	TRINITY_DN261_c0_g1_i1.p1	TRINITY_DN261_c0_g1_i1	YDR408C	homology_hit_with_go
TRINITY_DN2620_c0_g1_i1	TRINITY_DN2620_c0_g1_i1.p1	TRINITY_DN2620_c0_g1_i1	YOL015W	homology_hit_with_go
TRINITY_DN2621_c0_g1_i1	TRINITY_DN2621_c0_g1_i1.p1	TRINITY_DN2621_c0_g1_i1	YOR037W	homology_hit_with_go
TRINITY_DN2622_c0_g1_i1	TRINITY_DN2622_c0_g1_i1.p1	TRINITY_DN2622_c0_g1_i1	YLR419W	homology_hit_with_go
TRINITY_DN2624_c0_g1_i1	TRINITY_DN2624_c0_g1_i1.p1	TRINITY_DN2624_c0_g1_i1	YLR031W	homology_hit_with_go
TRINITY_DN2625_c0_g1_i1	TRINITY_DN2625_c0_g1_i1.p1	TRINITY_DN2625_c0_g1_i1	YOR081C	homology_hit_with_go
TRINITY_DN2626_c0_g1_i1	TRINITY_DN2626_c0_g1_i1.p1	TRINITY_DN2626_c0_g1_i1	YDR350C	homology_hit_with_go
TRINITY_DN2627_c0_g1_i1	TRINITY_DN2627_c0_g1_i1.p1	TRINITY_DN2627_c0_g1_i1	YGL116W	homology_hit_with_go
TRINITY_DN2629_c0_g1_i1	TRINITY_DN2629_c0_g1_i1.p1	TRINITY_DN2629_c0_g1_i1	YAL026C	homology_hit_with_go
TRINITY_DN262_c0_g1_i1	TRINITY_DN262_c0_g1_i1.p1	TRINITY_DN262_c0_g1_i1	YMR301C	homology_hit_with_go
TRINITY_DN2630_c0_g1_i1	TRINITY_DN2630_c0_g1_i1.p1	TRINITY_DN2630_c0_g1_i1	YNL042W	homology_hit_with_go
TRINITY_DN2631_c0_g1_i1	TRINITY_DN2631_c0_g1_i1.p1	TRINITY_DN2631_c0_g1_i1	YDR407C	homology_hit_with_go
TRINITY_DN2632_c0_g1_i1	TRINITY_DN2632_c0_g1_i1.p1	TRINITY_DN2632_c0_g1_i1	YKL068W	homology_hit_with_go
TRINITY_DN2633_c0_g1_i1	TRINITY_DN2633_c0_g1_i1.p1	TRINITY_DN2633_c0_g1_i1	YKL054C	homology_hit_with_go
TRINITY_DN2634_c0_g1_i1	TRINITY_DN2634_c0_g1_i1.p1	TRINITY_DN2634_c0_g1_i1	YNL273W	homology_hit_with_go
TRINITY_DN2635_c0_g1_i1	TRINITY_DN2635_c0_g1_i1.p1	TRINITY_DN2635_c0_g1_i1	YIL065C	homology_hit_with_go
TRINITY_DN2636_c0_g1_i1	TRINITY_DN2636_c0_g1_i1.p1	TRINITY_DN2636_c0_g1_i1	YNL199C	homology_hit_with_go
TRINITY_DN2637_c0_g1_i1	TRINITY_DN2637_c0_g1_i1.p1	TRINITY_DN2637_c0_g1_i1	YNR053C	homology_hit_with_go
TRINITY_DN2638_c0_g1_i1	TRINITY_DN2638_c0_g1_i1.p1	TRINITY_DN2638_c0_g1_i1	YFR027W	homology_hit_with_go
TRINITY_DN2639_c0_g1_i1	TRINITY_DN2639_c0_g1_i1.p1	TRINITY_DN2639_c0_g1_i1	YNL313C	homology_hit_with_go
TRINITY_DN263_c0_g1_i1	TRINITY_DN263_c0_g1_i1.p1	TRINITY_DN263_c0_g1_i1	YMR189W	homology_hit_with_go
TRINITY_DN2640_c0_g1_i1	TRINITY_DN2640_c0_g1_i1.p1	TRINITY_DN2640_c0_g1_i1	YJL184W	homology_hit_with_go
TRINITY_DN2641_c0_g1_i1	TRINITY_DN2641_c0_g1_i1.p1	TRINITY_DN2641_c0_g1_i1	YGR278W	homology_hit_with_go
TRINITY_DN2642_c0_g1_i1	TRINITY_DN2642_c0_g1_i1.p1	TRINITY_DN2642_c0_g1_i1	YPR021C	homology_hit_with_go
TRINITY_DN2644_c0_g1_i1	TRINITY_DN2644_c0_g1_i1.p1	TRINITY_DN2644_c0_g1_i1	YDL220C	homology_hit_with_go
TRINITY_DN2645_c0_g1_i1	TRINITY_DN2645_c0_g1_i1.p1	TRINITY_DN2645_c0_g1_i1	YPR147C	homology_hit_with_go
